code,industry,stockratio,initialPE,initialFCF,initialPB,initialDE
GPN,Information Technology,285.1,0.0,0.0,2.65,1.02
GS,Financials,256.64,17.88,2.05,0.54,12.12
GWW,Industrials,122.41,17.34,20.12,4.04,0.73
HAL,Energy,151.6,9.65,30.76,2.07,0.79
HBI,Consumer Discretionary,375.38,6.77,18.56,2.6,4.92
HIG,Financials,290.44,10.55,2.84,0.28,13.08
HAS,Consumer Discretionary,257.14,8.47,10.97,2.21,1.91
HCA,Health Care,379.61,3.22,3.76,-1.07,-4.84
PEAK,Real Estate,92.19,18.73,14.58,1.06,0.89
HSIC,Health Care,212.62,16.23,11.71,2.38,0.95
HSY,Consumer Staples,169.17,18.32,47.98,12.84,4.0
HES,Energy,105.61,9.82,0.0,0.9,1.11
HFC,Energy,169.75,2.47,2.49,0.54,0.64
HOLX,Health Care,206.92,27.79,12.36,1.55,1.04
HD,Consumer Discretionary,342.62,12.53,8.86,2.52,1.34
HON,Industrials,217.34,16.58,16.72,3.06,2.65
HRL,Consumer Staples,258.76,14.18,16.86,2.45,0.6
HST,Real Estate,137.24,0.0,44.42,1.12,0.95
HPQ,Information Technology,123.29,2.87,2.2,0.48,2.32
HUM,Health Care,220.2,9.62,7.82,1.65,1.2
HBAN,Financials,245.12,7.0,2.51,0.67,9.05
HII,Industrials,557.2,0.0,4.14,1.6,6.07
IEX,Industrials,238.2,13.9,13.9,1.78,0.87
IDXX,Health Care,275.21,27.68,26.59,7.86,0.91
ITW,Industrials,265.15,9.06,11.56,1.82,0.79
ILMN,Health Care,379.36,49.16,15.11,3.46,1.04
INCY,Health Care,603.27,0.0,0.0,-8.36,-2.45
INTC,Information Technology,159.55,7.71,9.78,2.01,0.55
ICE,Financials,220.14,15.92,13.0,2.52,10.43
IBM,Information Technology,92.78,10.15,9.89,7.65,4.75
IP,Materials,194.04,6.86,6.09,1.32,2.87
IPG,Communication Services,242.69,7.54,30.0,1.33,4.17
IFF,Materials,223.18,13.37,56.87,3.18,1.68
INTU,Information Technology,193.3,24.12,16.52,6.19,0.98
ISRG,Health Care,123.69,37.64,31.3,6.88,0.16
IVZ,Financials,157.94,9.08,7.61,0.7,1.12
IPGP,Information Technology,265.78,13.97,47.54,3.6,0.37
IRM,Real Estate,128.89,8.61,8.14,2.34,3.82
JKHY,Information Technology,255.87,18.04,13.92,2.75,0.55
J,Industrials,126.84,14.06,39.6,1.45,0.77
JBHT,Industrials,204.59,19.53,26.47,8.49,3.0
SJM,Consumer Staples,172.81,14.96,38.86,1.28,0.72
JNJ,Health Care,184.41,14.68,11.12,2.44,0.99
JCI,Industrials,191.77,5.58,3.47,0.54,0.86
JPM,Financials,269.41,5.75,1.05,0.53,11.34
JNPR,Information Technology,130.14,22.47,13.34,1.32,0.41
KSU,Industrials,119.37,20.39,43.9,2.2,1.01
K,Consumer Staples,152.75,11.25,13.83,7.56,5.64
KEY,Financials,238.66,6.96,3.47,0.58,7.95
KMB,Consumer Staples,171.78,13.22,15.34,3.78,2.5
KIM,Real Estate,170.33,39.68,17.64,0.89,0.97
KMI,Energy,71.69,31.3,0.0,2.0,2.59
KLAC,Information Technology,213.37,6.84,5.82,1.7,0.58
KR,Consumer Staples,260.88,10.06,8.29,2.27,3.89
LB,Consumer Discretionary,209.11,8.81,9.86,14.56,11.51
LH,Health Care,134.86,16.92,12.26,3.36,1.44
LRCX,Information Technology,267.55,10.05,7.02,1.61,0.62
LVS,Consumer Discretionary,143.88,18.29,19.97,2.22,1.36
LEG,Consumer Discretionary,228.55,16.07,9.68,1.78,1.23
LDOS,Information Technology,160.19,0.0,3.32,0.98,1.78
LEN,Consumer Discretionary,213.14,36.73,0.0,1.01,1.77
LLY,Health Care,188.97,8.23,5.42,2.74,1.49
LNC,Financials,333.73,20.86,3.96,0.36,14.38
LIN,Materials,110.74,16.26,41.3,4.56,1.82
LYV,Communication Services,289.07,0.0,53.75,0.97,2.14
LKQ,Consumer Discretionary,184.04,21.18,35.12,2.69,0.95
LMT,Industrials,333.49,7.8,6.36,19.6,36.87
L,Financials,115.93,13.68,5.07,0.61,2.24
LOW,Consumer Discretionary,311.82,13.02,9.43,1.34,1.02
LUMN,Communication Services,81.53,13.93,5.28,0.53,1.69
LYB,Materials,298.36,5.03,5.6,0.98,1.15
MTB,Financials,210.12,9.53,4.39,0.82,7.41
MRO,Energy,59.85,6.02,4.37,1.02,0.83
MKTX,Financials,482.9,22.24,18.15,3.31,0.12
MAR,Consumer Discretionary,274.42,50.12,10.2,-11.11,-8.57
MMC,Financials,216.77,14.69,10.15,2.39,1.6
MLM,Materials,284.11,38.15,29.98,2.14,1.17
MAS,Industrials,333.82,0.0,25.29,3.82,8.83
MA,Information Technology,256.62,23.94,18.18,7.66,0.82
MKC,Consumer Staples,187.15,14.65,22.51,3.36,1.53
MXIM,Information Technology,158.29,12.31,8.67,2.28,0.41
MCD,Consumer Discretionary,128.8,14.64,18.27,5.49,1.29
MCK,Health Care,168.26,14.1,8.14,2.39,3.45
MDT,Health Care,236.77,9.09,8.09,1.82,0.9
MRK,Health Care,167.54,13.88,8.18,1.5,0.85
MET,Financials,178.92,3.3,2.16,0.38,12.75
MTD,Health Care,255.9,17.95,26.24,5.97,1.82
MGM,Consumer Discretionary,249.56,1.77,14.76,0.49,1.81
MCHP,Information Technology,186.93,15.35,15.86,2.87,0.56
MU,Information Technology,294.44,0.0,0.0,0.61,0.46
MSFT,Information Technology,248.32,7.7,6.79,2.78,0.75
MAA,Real Estate,172.64,33.98,0.0,2.31,2.4
MHK,Consumer Discretionary,301.29,23.75,162.37,1.21,0.82
TAP,Consumer Staples,226.79,9.81,10.41,0.87,0.62
MDLZ,Consumer Staples,179.38,10.3,13.06,1.03,1.66
MNST,Consumer Staples,260.69,30.01,27.85,8.2,0.39
MCO,Financials,271.61,12.08,9.38,-42.23,-19.16
MS,Financials,270.49,11.34,1.51,0.35,9.7
MOS,Materials,56.57,0.0,67.65,1.68,0.4
MSI,Information Technology,179.29,11.49,19.75,2.35,1.64
MSCI,Financials,222.5,21.85,16.13,2.84,1.37
NDAQ,Financials,268.38,9.78,6.49,0.73,1.83
NTAP,Information Technology,80.33,21.27,12.07,3.21,1.24
NFLX,Communication Services,1129.29,16.26,14.05,5.97,3.78
NWL,Consumer Discretionary,276.01,31.05,9.61,1.93,2.33
NEM,Materials,55.76,68.74,32.17,1.6,0.66
NEE,Utilities,208.04,10.33,0.0,1.32,2.83
NLSN,Industrials,139.58,130.35,18.08,1.82,2.13
NKE,Consumer Discretionary,200.29,18.39,32.71,4.01,0.48
NI,Utilities,253.43,6.72,0.0,0.39,3.14
NSC,Industrials,152.71,10.76,17.97,1.96,1.88
NTRS,Financials,225.89,13.04,6.73,1.09,13.08
NOC,Industrials,404.07,6.48,8.47,1.2,1.46
NLOK,Information Technology,187.29,6.36,2.99,0.98,1.57
NOV,Energy,61.02,11.52,13.83,1.29,0.44
NRG,Utilities,67.09,20.8,0.0,0.45,2.4
NUE,Materials,159.52,12.26,15.37,1.23,0.89
NVDA,Information Technology,465.85,13.1,10.02,2.09,0.28
NVR,Consumer Discretionary,219.71,29.44,0.0,2.48,0.29
ORLY,Consumer Discretionary,314.47,21.49,13.8,3.57,0.93
OXY,Energy,84.46,7.33,10.41,1.32,0.6
ODFL,Industrials,286.65,16.42,69.94,2.68,0.77
OMC,Communication Services,195.96,10.23,8.55,2.34,4.15
OKE,Energy,169.69,13.64,229.76,1.24,2.61
ORCL,Information Technology,123.29,15.15,11.11,3.28,0.73
PCAR,Industrials,181.95,9.47,34.73,1.8,2.2
PKG,Materials,352.11,12.29,29.83,2.05,1.6
PH,Industrials,183.01,9.25,8.9,1.84,0.97
PAYX,Information Technology,218.49,14.29,13.03,4.95,2.16
PNR,Industrials,168.03,57.43,7.5,0.91,1.24
PBCT,Financials,171.6,14.77,18.53,0.58,4.28
PEP,Consumer Staples,164.63,12.68,14.31,3.82,2.49
PKI,Health Care,244.17,1900.54,11.11,1.17,1.09
PRGO,Health Care,78.63,32.93,51.97,5.2,1.42
PFE,Health Care,161.68,11.44,6.2,1.34,1.28
PM,Consumer Staples,130.66,10.54,9.33,159.73,63.41
PNW,Utilities,177.48,11.12,13.47,0.95,2.34
PXD,Energy,182.25,12.28,175.26,1.86,1.03
PNC,Financials,206.46,8.0,3.94,0.64,6.28
POOL,Consumer Discretionary,336.4,18.24,23.6,4.54,1.76
PPG,Materials,221.52,10.51,9.89,3.18,3.17
PPL,Utilities,141.56,6.5,24.21,0.92,2.84
PFG,Financials,245.16,8.49,2.17,0.58,14.72
PG,Consumer Staples,133.53,14.77,14.89,2.13,1.07
PGR,Financials,199.82,8.9,6.34,1.49,2.76
PLD,Real Estate,197.05,0.0,11.81,0.69,0.92
PRU,Financials,217.17,5.01,1.42,0.49,16.8
PEG,Utilities,147.58,7.89,8.03,1.15,1.9
PSA,Real Estate,176.35,30.26,15.25,2.04,0.08
PHM,Consumer Discretionary,278.11,0.0,324.63,1.11,2.55
PVH,Consumer Discretionary,130.8,18.5,21.59,1.79,1.5
PWR,Industrials,146.1,33.35,89.35,1.32,0.39
QCOM,Information Technology,121.66,16.03,12.38,2.5,0.32
DGX,Health Care,157.25,11.7,10.56,2.05,1.51
RL,Consumer Discretionary,63.37,17.33,17.9,3.12,0.51
RJF,Financials,216.25,12.77,12.28,1.15,5.04
RTX,Industrials,152.61,10.78,9.72,2.36,1.69
O,Real Estate,187.17,22.36,0.0,1.37,0.96
REG,Real Estate,195.45,80.19,37.06,1.31,1.13
REGN,Health Care,598.06,0.0,0.0,10.59,1.73
RF,Financials,327.65,0.0,0.96,0.26,6.7
RSG,Industrials,217.15,14.13,9.63,1.06,1.55
RMD,Health Care,240.95,15.15,11.35,2.05,0.31
RHI,Industrials,169.37,23.01,16.99,4.25,0.64
ROK,Industrials,185.61,11.93,27.96,4.61,1.85
ROL,Industrials,223.18,28.2,20.91,8.78,0.99
ROP,Industrials,196.05,18.98,14.45,2.49,0.67
ROST,Consumer Discretionary,270.56,14.99,25.05,6.38,1.2
RCL,Consumer Discretionary,327.23,7.37,7.32,0.54,1.36
CRM,Information Technology,203.89,0.0,47.7,12.09,1.34
SBAC,Real Estate,217.07,0.0,38.89,-412.42,-319.78
SLB,Energy,122.36,14.64,39.07,2.29,0.76
STX,Information Technology,268.13,4.98,5.53,1.39,1.65
SEE,Materials,260.28,17.17,10.88,0.96,2.87
SRE,Utilities,191.76,7.44,0.0,0.99,2.27
SHW,Materials,287.59,19.7,14.81,5.58,2.45
SPG,Real Estate,153.87,24.26,15.88,4.47,3.73
SWKS,Information Technology,429.46,12.56,9.21,1.66,0.15
SLG,Real Estate,161.15,6.82,0.0,0.64,1.03
SNA,Industrials,332.25,8.98,35.05,1.6,1.37
SO,Utilities,120.45,11.74,18.99,1.4,2.18
LUV,Industrials,545.0,33.38,16.0,0.9,1.63
SWK,Industrials,171.82,14.18,13.19,1.35,1.26
SBUX,Consumer Discretionary,233.85,23.81,31.73,6.27,0.64
STT,Financials,191.46,8.78,5.37,0.84,10.18
STE,Health Care,215.96,12.17,21.91,1.99,0.76
SYK,Health Care,234.8,12.71,13.44,2.18,0.58
SIVB,Financials,325.06,12.13,15.35,0.92,7.87
SNPS,Information Technology,199.78,18.36,10.61,1.83,0.6
SYY,Consumer Staples,199.99,11.52,21.49,2.8,1.44
TMUS,Communication Services,445.8,7.02,0.94,0.72,2.24
TROW,Financials,140.26,14.87,13.2,3.22,0.1
TTWO,Communication Services,328.5,0.0,0.0,1.9,0.78
TPR,Consumer Discretionary,60.22,14.43,12.29,7.13,0.66
TGT,Consumer Discretionary,129.78,9.74,27.99,1.84,2.17
TEL,Information Technology,218.62,9.47,9.06,1.5,1.31
FTI,Energy,61.44,29.61,0.0,8.08,1.97
TDY,Industrials,202.51,8.02,11.7,2.03,0.86
TFX,Health Care,254.71,7.07,45.9,1.21,0.98
TER,Information Technology,173.85,7.95,15.39,1.56,0.45
TSLA,Consumer Discretionary,675.95,0.0,0.0,13.32,2.18
TXN,Information Technology,258.31,12.26,10.93,2.38,0.87
TXT,Industrials,239.97,23.27,8.71,1.84,3.96
TMO,Health Care,291.91,12.47,11.55,1.07,0.78
TJX,Consumer Discretionary,239.28,15.17,23.86,6.24,1.68
TSCO,Consumer Discretionary,204.2,21.01,52.67,4.47,0.58
TDG,Industrials,374.04,10.96,10.74,2.83,4.12
TRV,Financials,210.63,14.23,9.53,0.76,3.27
TRMB,Information Technology,125.47,36.17,25.07,3.38,0.67
TFC,Financials,195.02,10.31,3.11,0.75,8.99
TYL,Information Technology,428.2,35.85,22.61,11.55,2.78
TSN,Consumer Staples,284.15,11.32,19.95,1.16,0.93
UDR,Real Estate,157.97,903.31,75.78,1.71,1.9
ULTA,Consumer Discretionary,330.26,40.08,63.56,7.84,0.77
USB,Financials,193.15,8.67,4.16,1.16,8.73
UAA,Consumer Discretionary,292.46,37.55,0.0,5.65,0.44
UNP,Industrials,196.75,13.06,15.8,2.27,1.43
UAL,Industrials,348.78,9.48,4.27,3.46,20.03
UNH,Health Care,308.86,9.33,8.04,1.62,1.4
UPS,Industrials,163.2,14.86,10.84,7.55,3.88
URI,Industrials,322.66,22.22,94.23,18.04,39.22
UHS,Health Care,253.67,9.28,8.67,1.54,2.27
UNM,Financials,208.95,23.25,4.57,0.59,6.29
VLO,Energy,365.84,3.79,4.7,0.47,1.6
VAR,Health Care,120.76,17.76,21.03,4.94,0.9
VTR,Real Estate,146.37,22.21,10.07,0.97,0.85
VRSN,Information Technology,192.32,40.59,41.62,-64.63,-22.07
VRSK,Industrials,182.64,24.29,21.73,-66.05,-16.65
VZ,"Communication Services
",150.81,30.75,5.55,0.87,1.68
VRTX,Health Care,200.33,830.25,63.54,7.49,1.37
VFC,Consumer Discretionary,167.76,18.26,0.0,0.0,0.0
VIAC,Communication Services,223.69,12.32,10.71,1.55,1.65
VTRS,Health Care,160.54,17.59,21.37,2.61,2.31
V,Information Technology,288.25,17.57,25.24,2.84,0.31
VNO,Real Estate,155.39,12.62,16.93,1.0,1.72
VMC,Materials,291.97,0.0,57.49,1.27,1.17
WRB,Financials,194.53,10.56,7.89,0.99,3.65
WAB,Industrials,217.55,19.07,15.35,3.07,1.06
WMT,Consumer Staples,126.74,9.63,13.72,2.19,1.74
WBA,Consumer Staples,252.96,9.12,12.72,1.6,0.87
DIS,Communication Services,268.26,12.72,13.7,1.57,0.87
WM,Industrials,231.44,12.51,10.56,1.85,2.53
WAT,Health Care,163.89,15.79,16.6,5.37,1.22
WEC,Utilities,179.71,11.6,29.84,1.49,2.47
WFC,Financials,208.04,7.39,8.12,0.77,8.27
WELL,Real Estate,141.52,39.07,0.0,0.93,1.05
WST,Health Care,425.18,16.34,37.0,1.82,1.14
WDC,Information Technology,221.09,8.56,6.47,0.99,0.32
WU,Information Technology,125.03,7.32,7.7,9.33,9.14
WY,Real Estate,171.79,18.42,18.1,1.74,1.96
WHR,Consumer Discretionary,384.79,7.59,0.0,0.67,2.55
WMB,Energy,135.43,25.49,15.18,3.73,5.38
WYNN,Consumer Discretionary,87.36,16.93,7.81,4.66,2.1
XEL,Utilities,160.29,11.79,49.55,1.17,2.48
XRX,Information Technology,112.06,4.64,3.47,0.45,1.43
XLNX,Information Technology,193.46,12.57,8.92,2.69,0.7
YUM,Consumer Discretionary,149.95,12.92,13.84,8.5,3.61
ZBRA,Information Technology,216.45,11.15,37.73,2.4,0.16
ZBH,Health Care,182.73,12.29,10.27,1.59,0.54
ZION,Financials,248.11,17.17,2.63,0.38,6.61
