code,industry,stockratio,initialPE,initialFCF,initialPB,initialDE
CMCSA,Communication Services,247.84,14.14,8.27,1.14,1.67
CMA,Financials,94.91,41.98,4.46,1.01,8.26
CAG,Consumer Staples,197.28,8.46,7.22,1.11,1.34
COP,Energy,97.02,4.86,2.24,0.79,1.26
ED,Utilities,141.31,9.58,43.87,0.8,2.22
STZ,Consumer Staples,604.62,17.75,8.99,1.47,2.04
COO,Health Care,273.06,20.21,11.78,1.35,0.52
CPRT,Industrials,188.49,18.6,24.64,2.63,0.14
GLW,Information Technology,93.02,6.74,8.51,1.22,0.33
COST,Consumer Staples,246.42,16.93,13.34,1.91,1.23
CCI,Real Estate,182.95,0.0,26.48,3.65,2.79
CSX,Industrials,118.73,13.13,13.45,2.28,2.24
CMI,Industrials,77.73,16.28,24.32,3.4,1.08
CVS,Health Care,266.54,11.25,13.74,1.01,0.65
DHI,Consumer Discretionary,248.39,97.16,6.29,1.32,1.21
DHR,Health Care,176.47,12.98,12.33,1.63,0.61
DRI,Consumer Discretionary,136.94,10.32,11.61,2.33,1.8
DVA,Health Care,176.84,17.68,12.65,3.27,2.98
DE,Industrials,100.74,14.05,12.26,4.1,5.86
DAL,Industrials,363.02,15.99,6.33,10.42,47.15
XRAY,Health Care,161.49,17.72,13.9,2.38,0.71
DVN,Energy,38.66,6.37,8.65,1.47,0.71
DXCM,Health Care,528.93,0.0,0.0,13.89,0.27
DLR,Real Estate,165.95,50.3,0.0,1.5,1.59
DFS,Financials,277.83,0.0,0.0,0.0,8.41
DISCA,Communication Services,112.81,13.54,14.45,0.95,0.77
DISCK,Communication Services,121.16,23.82,12.71,0.84,0.77
DISH,Communication Services,285.11,8.03,7.69,-6.91,-9.5
DG,Consumer Discretionary,213.8,18.53,15.32,2.37,1.45
DLTR,Consumer Discretionary,224.99,18.07,20.56,4.56,0.67
D,Utilities,169.01,6.09,0.0,1.38,2.57
DPZ,Consumer Discretionary,690.34,9.41,7.8,-0.67,-1.38
DOV,Industrials,122.92,8.61,8.92,1.32,0.89
DTE,Utilities,190.16,8.41,6.81,0.79,2.68
DUK,Utilities,148.31,11.29,0.0,0.66,1.61
DRE,Real Estate,186.49,0.0,2.97,0.7,1.56
EMN,Materials,156.65,10.98,14.91,2.85,2.68
ETN,Industrials,104.86,13.56,14.1,1.69,1.33
EBAY,Consumer Discretionary,221.34,7.82,6.98,0.9,0.44
ECL,Materials,212.32,19.98,16.3,4.9,1.28
EIX,Utilities,156.38,7.28,0.0,0.79,2.96
EW,Health Care,172.32,44.41,49.12,7.11,0.35
EA,Communication Services,369.81,0.0,20.5,2.32,1.01
EMR,Industrials,85.65,14.38,13.14,3.06,1.2
ETR,Utilities,108.12,6.81,4.36,0.94,3.5
EOG,Energy,140.9,131.12,0.0,2.05,1.11
EFX,Industrials,298.99,14.68,15.5,2.21,1.01
EQIX,Real Estate,350.2,83.21,0.0,1.7,1.37
EQR,Real Estate,161.44,34.27,0.0,1.81,2.11
ESS,Real Estate,214.1,74.97,0.0,1.97,1.75
EL,Consumer Staples,203.58,23.64,27.12,5.93,1.49
EVRG,Utilities,174.48,10.95,32.54,0.92,2.35
RE,Financials,210.24,6.26,4.24,0.59,1.93
EXC,Utilities,74.02,7.19,9.59,1.35,2.85
EXPE,Consumer Discretionary,244.77,14.58,13.16,2.15,1.43
EXPD,Industrials,78.06,29.92,29.16,5.77,0.53
EXR,Real Estate,524.38,41.28,87.9,1.16,1.4
XOM,Energy,107.9,7.95,11.23,1.61,0.98
FFIV,Information Technology,65.67,59.71,32.27,9.77,0.37
FAST,Industrials,134.65,25.54,39.55,5.28,0.15
FRT,Real Estate,190.41,29.09,21.07,3.18,1.83
FDX,Industrials,157.55,19.97,55.14,1.81,0.79
FIS,Information Technology,212.16,20.24,11.0,1.09,1.16
FITB,Financials,136.6,17.75,2.86,0.62,6.88
FE,Utilities,96.06,9.04,5.03,0.79,2.97
FISV,Information Technology,275.37,17.91,11.35,2.66,1.57
FLIR,Information Technology,88.43,16.88,22.18,2.72,0.22
FLS,Industrials,99.69,14.76,21.63,2.65,1.11
FMC,Materials,90.53,30.35,24.27,4.29,1.79
F,Consumer Discretionary,83.04,7.16,6.44,-67.37,-257.52
FTNT,Information Technology,169.83,61.04,25.4,10.35,1.35
BEN,Financials,97.15,11.24,12.08,2.16,0.52
FCX,Materials,12.16,10.41,9.29,3.09,1.02
GPS,Consumer Discretionary,140.75,8.08,8.11,2.06,0.78
GRMN,Consumer Discretionary,131.63,7.09,5.64,1.34,0.31
IT,Information Technology,240.83,34.58,18.03,17.04,5.87
GD,Industrials,193.62,8.19,8.21,1.56,1.44
GE,Industrials,177.62,12.84,4.29,1.15,5.02
GIS,Consumer Staples,168.59,10.38,14.4,2.72,2.12
GPC,Consumer Discretionary,170.7,12.76,10.13,2.15,0.95
GILD,Health Care,498.22,9.24,9.6,3.99,0.89
GL,Financials,299.62,5.73,2.92,0.71,3.02
GPN,Information Technology,302.63,0.0,0.0,3.37,1.06
GS,Financials,101.03,11.03,0.0,0.95,10.78
GWW,Industrials,140.59,16.46,17.3,3.46,0.71
HAL,Energy,78.02,17.27,85.9,3.06,0.76
HBI,Consumer Discretionary,422.54,9.75,28.43,3.6,5.74
HIG,Financials,158.49,9.4,3.15,0.47,14.67
HAS,Consumer Discretionary,147.37,12.64,19.97,2.98,1.53
PEAK,Real Estate,118.17,20.41,20.14,0.92,0.64
HSIC,Health Care,227.14,17.54,16.06,2.34,0.89
HSY,Consumer Staples,186.86,16.91,12.26,9.05,3.56
HES,Energy,58.81,10.14,0.0,1.32,1.11
HFC,Energy,232.44,12.94,19.22,1.04,1.87
HOLX,Health Care,181.23,0.0,11.73,1.76,1.06
HD,Consumer Discretionary,396.19,13.11,11.66,2.09,1.18
HON,Industrials,193.49,18.6,9.0,2.98,2.51
HRL,Consumer Staples,285.1,12.93,12.75,2.09,0.68
HST,Real Estate,86.49,0.0,38.06,1.36,0.96
HPQ,Information Technology,62.74,3.94,4.14,0.79,2.05
HUM,Health Care,302.33,7.77,4.23,1.22,1.33
HBAN,Financials,158.37,27.16,4.87,0.89,9.81
IEX,Industrials,187.67,17.59,17.95,2.0,0.73
IDXX,Health Care,185.74,29.21,29.44,6.91,0.56
ITW,Industrials,172.54,13.88,17.38,2.19,0.72
ILMN,Health Care,267.15,73.65,40.79,6.7,0.54
INCY,Health Care,577.32,0.0,21.47,-23.03,-6.52
INTC,Information Technology,170.89,7.54,7.66,1.72,0.28
ICE,Financials,195.04,20.32,16.66,2.83,8.46
IBM,Information Technology,92.18,9.02,8.34,5.54,3.9
IP,Materials,145.0,12.78,9.53,1.16,2.58
IPG,Communication Services,215.35,17.9,5.92,1.5,4.09
IFF,Materials,208.71,13.9,17.31,3.62,1.86
INTU,Information Technology,187.5,24.8,18.34,5.23,0.89
ISRG,Health Care,186.79,27.22,23.09,4.92,0.17
IVZ,Financials,139.92,16.86,26.7,0.82,1.18
IPGP,Information Technology,251.04,27.71,42.51,4.64,0.4
IRM,Real Estate,125.15,0.0,6.98,1.38,2.29
JKHY,Information Technology,253.29,16.97,13.68,2.69,0.71
J,Industrials,80.67,23.25,66.6,1.89,0.66
JBHT,Industrials,166.8,23.64,23.31,7.82,2.42
SJM,Consumer Staples,181.56,11.51,13.25,1.06,0.55
JNJ,Health Care,171.55,9.72,8.92,2.25,0.82
JCI,Industrials,151.66,4.77,3.37,0.49,0.86
JPM,Financials,156.38,8.11,0.0,0.71,11.03
JNPR,Information Technology,67.48,28.17,27.59,2.55,0.28
KSU,Industrials,143.54,25.93,21.3,1.63,1.08
K,Consumer Staples,145.42,11.31,26.34,6.32,4.5
KEY,Financials,144.42,15.45,2.32,0.53,7.08
KMB,Consumer Staples,220.98,9.73,10.05,2.85,2.2
KIM,Real Estate,158.51,49.53,9.22,0.9,0.91
KLAC,Information Technology,228.59,7.91,8.4,1.6,0.69
KR,Consumer Staples,329.34,10.64,9.84,2.17,3.52
LB,Consumer Discretionary,429.99,7.14,5.63,2.4,2.37
LH,Health Care,123.97,16.56,12.16,3.65,1.51
LRCX,Information Technology,138.15,8.66,9.2,2.75,0.41
LVS,Consumer Discretionary,101.43,61.38,0.0,2.74,1.65
LEG,Consumer Discretionary,198.35,13.67,8.17,1.51,0.97
LDOS,Information Technology,98.9,0.0,5.83,1.25,1.23
LEN,Consumer Discretionary,305.12,28.83,10.12,0.84,1.75
LLY,Health Care,257.62,5.6,4.58,2.38,1.5
LNC,Financials,169.86,9.02,4.23,0.56,14.14
LIN,Materials,105.13,20.2,46.71,3.84,1.49
LYV,Communication Services,189.67,0.0,22.64,1.33,2.46
LKQ,Consumer Discretionary,229.93,19.59,33.41,2.34,0.63
LMT,Industrials,331.92,6.35,6.84,5.01,9.04
L,Financials,89.81,11.94,0.0,0.66,2.3
LOW,Consumer Discretionary,333.63,13.13,11.26,1.31,0.82
LUMN,Communication Services,67.64,6.49,5.2,0.64,1.28
MTB,Financials,141.05,11.74,4.95,0.96,7.14
MRO,Energy,54.87,5.24,3.64,0.56,1.1
MKTX,Financials,521.85,22.71,12.44,2.31,0.13
MAR,Consumer Discretionary,160.97,28.59,13.66,8.01,4.67
MMC,Financials,202.51,14.15,26.27,1.86,1.39
MLM,Materials,141.39,38.94,27.75,2.53,1.09
MAS,Industrials,245.03,0.0,9.66,2.11,4.15
MA,Information Technology,390.72,15.15,18.04,5.34,0.69
MKC,Consumer Staples,191.56,13.12,15.95,3.28,1.34
MXIM,Information Technology,167.94,14.92,9.73,2.13,0.41
MCD,Consumer Discretionary,159.43,12.53,14.74,4.13,1.19
MCK,Health Care,256.09,15.37,10.89,2.32,3.29
MDT,Health Care,206.59,9.85,8.08,2.06,0.98
MRK,Health Care,155.75,91.87,8.78,1.4,0.86
MET,Financials,107.97,9.11,3.23,0.58,13.92
MTD,Health Care,197.71,22.17,26.52,6.35,1.96
MGM,Consumer Discretionary,134.87,0.0,16.88,2.34,5.46
MCHP,Information Technology,142.09,13.7,12.17,3.0,0.71
MU,Information Technology,193.17,4.08,2.97,0.73,0.46
MSFT,Information Technology,201.13,9.48,8.4,3.86,0.9
MAA,Real Estate,154.77,76.96,0.0,2.78,3.03
MHK,Consumer Discretionary,294.15,21.1,23.87,1.19,0.86
TAP,Consumer Staples,187.7,10.55,12.94,0.95,0.62
MDLZ,Consumer Staples,213.66,6.88,14.02,0.81,1.65
MNST,Consumer Staples,502.52,22.83,22.45,5.62,0.39
MCO,Financials,358.33,10.9,9.61,-18.04,-9.51
MS,Financials,108.85,9.36,0.81,0.52,11.35
MOS,Materials,39.03,0.0,50.83,2.48,0.38
MSI,Information Technology,180.13,5.94,16.14,0.93,1.33
MSCI,Financials,165.98,144.74,70.88,3.93,1.77
NDAQ,Financials,230.37,10.5,10.52,0.75,2.43
NTAP,Information Technology,58.83,29.5,15.88,4.98,1.26
NFLX,Communication Services,401.72,59.35,39.34,31.96,2.39
NWL,Consumer Discretionary,236.84,14.6,9.64,2.09,2.36
NEM,Materials,28.43,11.23,14.51,1.61,0.63
NEE,Utilities,209.03,8.19,0.0,1.13,2.67
NKE,Consumer Discretionary,289.38,18.31,17.96,3.65,0.45
NI,Utilities,299.98,4.66,0.0,0.28,3.07
NSC,Industrials,134.72,12.39,13.74,1.66,1.64
NTRS,Financials,128.43,16.01,15.2,1.56,11.28
NOC,Industrials,324.02,6.97,7.65,1.03,1.34
NLOK,Information Technology,119.01,8.84,3.47,1.14,1.68
NOV,Energy,53.2,13.34,17.06,1.41,0.45
NRG,Utilities,57.08,9.19,4.45,0.5,2.23
NUE,Materials,95.97,76.0,18.27,1.38,0.9
NVDA,Information Technology,220.71,30.73,27.94,2.22,0.35
NVR,Consumer Discretionary,209.6,20.68,86.76,2.25,0.3
ORLY,Consumer Discretionary,369.75,20.34,25.2,2.65,0.57
OXY,Energy,73.03,11.25,9.07,1.57,0.61
ODFL,Industrials,244.13,23.22,47.89,2.63,0.85
OMC,Communication Services,165.13,12.62,7.78,2.51,4.03
OKE,Energy,107.08,9.17,4.5,0.77,2.19
ORCL,Information Technology,134.19,17.75,13.87,3.42,0.93
PCAR,Industrials,86.64,32.09,8.24,2.74,1.66
PKG,Materials,248.78,9.59,63.34,1.95,1.21
PH,Industrials,108.88,13.72,13.52,2.22,1.04
PAYX,Information Technology,201.69,14.73,12.75,5.0,2.47
PNR,Industrials,131.69,10.23,9.57,0.91,0.8
PBCT,Financials,128.66,36.46,17.44,0.6,3.8
PEP,Consumer Staples,156.17,12.45,14.89,3.58,2.17
PKI,Health Care,190.92,7.42,20.2,1.46,0.67
PRGO,Health Care,204.53,24.26,59.7,4.16,1.24
PFE,Health Care,194.53,11.04,9.23,1.03,1.21
PM,Consumer Staples,164.18,9.31,7.71,16.72,7.91
PNW,Utilities,168.68,8.72,86.32,0.81,2.28
PXD,Energy,127.73,16.36,24.08,2.28,1.29
PNC,Financials,155.35,8.13,5.03,0.75,7.05
POOL,Consumer Discretionary,342.04,17.25,11.49,3.41,1.56
PPG,Materials,226.49,15.28,11.34,2.96,2.91
PPL,Utilities,156.02,7.07,14.83,0.85,2.87
PFG,Financials,139.6,11.3,2.73,0.76,13.73
PG,Consumer Staples,127.59,12.78,13.4,2.03,1.08
PGR,Financials,170.01,8.78,5.78,1.55,2.5
PLD,Real Estate,141.28,385.81,3.79,0.78,0.98
PRU,Financials,140.66,7.14,2.98,0.6,15.4
PEG,Utilities,132.42,6.98,0.0,1.13,2.1
PSA,Real Estate,252.84,30.98,12.37,1.41,0.09
PHM,Consumer Discretionary,216.92,0.0,4.4,1.2,2.61
PVH,Consumer Discretionary,131.77,223.76,16.55,1.67,1.85
PWR,Industrials,89.63,27.04,42.71,1.26,0.29
QCOM,Information Technology,98.69,17.31,25.25,2.7,0.38
DGX,Health Care,126.15,11.03,8.68,1.88,1.1
RL,Consumer Discretionary,93.58,15.48,21.8,2.68,0.47
RJF,Financials,167.45,12.73,11.85,1.3,4.46
RTX,Industrials,120.87,13.16,11.79,2.57,1.62
O,Real Estate,170.42,21.54,0.0,1.38,0.91
REG,Real Estate,170.92,0.0,50.37,1.37,1.29
REGN,Health Care,1457.72,0.0,0.0,5.56,1.06
RF,Financials,129.24,0.0,1.7,0.42,6.91
RSG,Industrials,151.52,17.59,13.22,1.13,1.48
RMD,Health Care,146.13,21.79,26.47,2.87,0.17
RHI,Industrials,148.56,57.25,25.77,4.41,0.53
ROK,Industrials,140.83,15.39,28.0,5.16,2.01
ROL,Industrials,187.48,27.94,22.76,8.42,1.08
ROP,Industrials,225.21,21.65,14.8,2.49,0.84
ROST,Consumer Discretionary,318.16,12.18,11.99,4.98,1.31
RCL,Consumer Discretionary,204.73,15.63,0.0,1.08,1.49
CRM,Information Technology,236.06,211.04,49.1,12.58,1.26
SBAC,Real Estate,226.26,0.0,34.85,14.69,9.72
SLB,Energy,80.12,19.24,31.62,2.81,0.65
STX,Information Technology,260.72,3.85,6.85,1.5,2.12
SEE,Materials,170.97,14.7,9.42,1.41,1.25
SRE,Utilities,184.79,12.9,24.13,1.0,2.28
SHW,Materials,290.73,17.85,14.06,5.0,2.21
SPG,Real Estate,212.35,30.39,12.29,3.29,3.41
SWKS,Information Technology,240.43,28.5,37.67,3.4,0.14
SLG,Real Estate,159.82,14.47,7.58,0.74,1.06
SNA,Industrials,292.71,14.46,27.8,1.92,1.66
SO,Utilities,135.72,10.03,0.0,1.17,2.18
LUV,Industrials,301.05,19.87,8.48,1.45,1.48
SWK,Industrials,158.37,74.5,14.46,1.28,1.14
SBUX,Consumer Discretionary,353.59,19.96,18.38,5.04,0.71
STT,Financials,138.15,12.13,33.36,1.06,8.02
STE,Health Care,193.8,46.69,22.99,2.54,0.8
SYK,Health Care,164.66,14.69,13.13,2.55,0.52
SIVB,Financials,197.58,23.68,16.55,1.28,9.03
SNPS,Information Technology,172.24,16.29,13.0,1.81,0.57
SYY,Consumer Staples,145.57,11.19,33.99,3.16,1.59
TMUS,Communication Services,203.46,15.69,12.52,1.18,2.12
TROW,Financials,113.85,19.03,20.76,3.78,0.11
TTWO,Communication Services,250.31,11.15,7.82,1.68,0.58
TPR,Consumer Discretionary,59.37,14.94,14.4,7.04,0.61
TGT,Consumer Discretionary,148.34,10.23,7.49,1.85,2.02
TEL,Information Technology,174.85,11.47,12.44,1.83,1.46
FTI,Energy,57.53,27.09,118.76,7.54,1.76
TDY,Industrials,177.83,13.45,14.64,2.03,0.98
TFX,Health Care,234.49,9.62,16.89,1.07,1.04
TER,Information Technology,132.6,7.67,6.1,2.14,0.61
TXN,Information Technology,168.04,9.57,11.02,2.81,0.28
TXT,Industrials,158.84,88.88,8.29,2.14,4.14
TMO,Health Care,231.75,20.92,17.23,1.35,0.39
TJX,Consumer Discretionary,298.04,11.9,11.8,5.15,1.63
TSCO,Consumer Discretionary,323.9,19.29,25.64,3.38,0.57
TDG,Industrials,407.66,16.07,10.39,3.1,6.07
TRV,Financials,202.44,6.47,6.94,0.74,3.15
TRMB,Information Technology,94.69,47.54,48.99,3.48,0.35
TFC,Financials,145.41,16.44,3.92,0.81,8.52
TYL,Information Technology,740.23,29.66,24.25,6.27,1.47
TSN,Consumer Staples,286.99,6.23,8.67,1.04,1.04
UDR,Real Estate,169.69,0.0,62.15,1.86,2.43
ULTA,Consumer Discretionary,505.29,29.75,51.09,5.15,1.03
USB,Financials,156.24,12.01,7.62,1.32,9.15
UAA,Consumer Discretionary,518.01,39.92,136.55,5.46,0.36
UNP,Industrials,164.76,13.61,22.39,2.08,1.43
UAL,Industrials,212.06,15.47,3.92,4.52,21.93
UNH,Health Care,309.8,7.55,6.49,1.3,1.44
UPS,Industrials,134.87,15.46,19.56,6.59,3.18
URI,Industrials,281.09,0.0,6.01,-68.96,-185.65
UHS,Health Care,249.25,17.7,15.55,2.0,2.72
UNM,Financials,133.41,6.89,5.11,0.66,5.41
VLO,Energy,326.59,26.44,6.51,0.57,1.5
VAR,Health Care,102.81,19.87,19.56,5.01,0.68
VTR,Real Estate,135.07,18.3,10.55,1.89,1.41
VRSN,Information Technology,254.42,6.41,40.22,7.73,2.61
VRSK,Industrials,198.85,25.67,21.08,-49.97,-11.64
VZ,"Communication Services
",144.19,17.08,3.75,0.73,1.53
VRTX,Health Care,316.66,0.0,0.0,14.15,2.42
VFC,Consumer Discretionary,281.35,14.69,45.99,0.0,0.0
VIAC,Communication Services,230.92,15.6,7.67,1.14,1.66
VTRS,Health Care,225.58,30.19,9.35,2.55,2.19
V,Information Technology,403.73,15.52,20.62,2.14,0.33
VNO,Real Estate,133.67,13.19,16.76,1.15,2.0
VMC,Materials,194.37,0.0,40.54,1.34,1.11
WRB,Financials,193.13,7.78,8.71,0.86,3.73
WAB,Industrials,239.78,19.88,15.63,2.69,1.0
WMT,Consumer Staples,105.56,10.55,11.0,2.23,1.75
WBA,Consumer Staples,237.71,12.04,9.55,1.75,0.88
DIS,Communication Services,264.6,14.62,17.16,1.56,0.79
WM,Industrials,152.89,14.03,11.44,2.0,2.26
WAT,Health Care,152.67,19.09,18.5,6.68,1.18
WEC,Utilities,182.47,10.9,61.57,1.28,2.41
WFC,Financials,175.51,10.43,6.46,0.95,8.84
WELL,Real Estate,162.08,34.52,0.0,0.9,1.0
WST,Health Care,273.91,20.05,20.59,2.01,1.07
WDC,Information Technology,167.74,5.88,6.18,1.23,0.52
WU,Information Technology,97.45,9.9,9.84,15.11,12.61
WY,Real Estate,163.08,3.53,6.5,1.58,1.91
WHR,Consumer Discretionary,163.08,8.57,10.58,1.2,2.61
WMB,Energy,138.05,0.0,0.0,0.86,2.07
WYNN,Consumer Discretionary,74.87,57.6,11.81,3.86,1.8
XEL,Utilities,163.36,10.3,0.0,0.98,2.35
XRX,Information Technology,90.9,14.3,3.2,0.66,1.45
XLNX,Information Technology,161.81,9.88,11.73,2.79,0.78
YUM,Consumer Discretionary,145.22,12.07,11.96,8.1,3.98
ZBRA,Information Technology,161.62,21.46,19.63,2.9,0.2
ZBH,Health Care,174.98,16.72,10.83,1.68,0.39
ZION,Financials,102.4,0.0,2.52,0.58,6.68
