code,industry,stockratio,initialPE,initialFCF,initialPB,initialDE
GILD,Health Care,159.23,23.1,23.47,10.43,0.69
GL,Financials,135.53,6.42,4.07,0.98,3.58
GPN,Information Technology,102.29,0.0,26.97,3.35,0.3
GS,Financials,59.51,0.0,0.0,1.73,25.16
GWW,Industrials,252.66,13.77,20.24,2.58,0.48
HAL,Energy,96.89,8.41,22.08,3.99,0.91
HBI,Consumer Discretionary,131.64,17.34,7.68,7.43,10.91
HIG,Financials,29.14,7.06,3.47,1.07,17.77
HAS,Consumer Discretionary,163.23,8.73,5.89,1.84,1.34
PEAK,Real Estate,173.12,5.76,119.49,0.83,2.05
HSIC,Health Care,130.65,26.13,26.21,3.09,0.86
HSY,Consumer Staples,210.76,30.89,11.44,10.88,6.16
HES,Energy,54.08,14.85,191.71,2.8,1.67
HFC,Energy,222.92,4.9,6.26,2.6,1.8
HOLX,Health Care,58.16,0.0,30.41,1.89,0.71
HD,Consumer Discretionary,227.34,9.34,12.83,2.17,1.61
HON,Industrials,119.0,13.79,10.41,3.53,2.67
HRL,Consumer Staples,178.81,12.97,17.99,2.03,0.8
HST,Real Estate,101.87,8.41,7.72,1.08,1.17
HPQ,Information Technology,28.35,6.59,6.69,1.18,1.3
HUM,Health Care,92.99,14.09,11.62,2.92,2.2
HBAN,Financials,49.68,21.41,0.0,0.62,8.19
IEX,Industrials,140.43,15.51,13.82,2.06,0.71
IDXX,Health Care,157.85,40.02,54.0,8.16,0.6
ITW,Industrials,130.46,11.48,9.99,2.19,0.66
ILMN,Health Care,187.14,0.0,100.3,7.97,1.4
INCY,Health Care,164.85,0.0,0.0,-5.33,-2.73
INTC,Information Technology,90.54,15.15,13.91,2.43,0.3
ICE,Financials,64.14,51.97,50.99,8.29,0.89
IBM,Information Technology,193.37,10.05,8.83,3.54,3.23
IP,Materials,144.91,7.49,14.63,0.99,1.79
IPG,Communication Services,142.07,30.07,20.11,1.22,4.34
IFF,Materials,154.99,12.81,12.82,4.77,3.42
INTU,Information Technology,186.85,21.84,20.61,5.25,1.13
ISRG,Health Care,151.43,87.53,69.37,13.98,0.17
IVZ,Financials,93.78,14.15,9.36,1.3,0.96
IPGP,Information Technology,335.93,29.99,0.0,4.35,0.32
IRM,Real Estate,101.33,26.12,34.14,2.19,2.51
JKHY,Information Technology,173.12,17.16,16.72,2.89,0.44
J,Industrials,44.41,35.02,57.13,5.61,0.84
JBHT,Industrials,231.28,15.39,25.81,8.66,4.43
SJM,Consumer Staples,200.22,11.26,13.51,1.03,0.71
JNJ,Health Care,123.94,12.55,10.57,2.99,0.87
JCI,Industrials,164.31,0.0,2.45,0.4,1.06
JPM,Financials,111.86,7.14,0.0,0.85,11.68
JNPR,Information Technology,59.12,45.83,26.14,2.82,0.29
KSU,Industrials,245.12,19.79,0.0,1.38,1.86
K,Consumer Staples,123.92,12.71,13.56,5.4,3.51
KEY,Financials,40.02,7.23,0.0,0.84,11.68
KMB,Consumer Staples,148.59,10.31,12.25,3.4,2.53
KIM,Real Estate,68.9,11.64,0.0,1.25,1.34
KLAC,Information Technology,112.37,11.36,8.54,1.63,0.37
KR,Consumer Staples,93.01,13.13,21.91,3.26,3.59
LB,Consumer Discretionary,318.78,5.13,123.38,1.68,2.53
LH,Health Care,114.39,19.22,16.12,4.86,1.53
LRCX,Information Technology,83.36,8.59,8.45,3.13,0.58
LVS,Consumer Discretionary,48.47,208.57,0.0,10.82,4.07
LEG,Consumer Discretionary,203.62,0.0,3.17,0.8,0.91
LDOS,Information Technology,57.9,0.0,23.9,0.92,1.7
LEN,Consumer Discretionary,257.92,0.0,5.03,0.59,1.38
LLY,Health Care,118.79,12.35,8.89,2.81,0.99
LNC,Financials,47.84,10.25,6.35,1.02,15.34
LIN,Materials,136.66,18.68,37.74,4.15,1.6
LYV,Communication Services,63.96,0.0,0.0,1.25,2.17
LKQ,Consumer Discretionary,200.25,38.22,152.1,3.32,0.99
LMT,Industrials,104.09,9.84,9.06,2.92,1.95
L,Financials,83.63,12.74,8.57,1.4,3.33
LOW,Consumer Discretionary,131.9,10.72,49.87,1.94,0.88
LUMN,Communication Services,138.33,3.87,2.31,0.46,1.4
MTB,Financials,146.11,9.28,4.75,0.93,9.0
MRO,Energy,93.3,4.98,8.68,1.05,1.22
MKTX,Financials,300.61,36.49,15.57,2.07,0.14
MAR,Consumer Discretionary,122.64,15.95,12.93,6.94,5.26
MMC,Financials,152.49,4.24,0.0,1.28,1.22
MLM,Materials,77.91,18.19,35.99,4.85,1.84
MAS,Industrials,91.33,14.18,5.03,1.29,1.71
MA,Information Technology,230.85,25.36,44.64,8.79,1.07
MKC,Consumer Staples,191.14,16.61,25.99,3.4,1.57
MXIM,Information Technology,136.13,15.36,23.72,1.74,0.18
MCD,Consumer Discretionary,174.64,20.34,16.57,3.06,0.92
MCK,Health Care,154.85,18.69,31.44,2.6,2.9
MDT,Health Care,97.51,14.58,14.53,3.56,0.79
MRK,Health Care,88.09,24.07,13.2,4.31,1.66
MET,Financials,59.27,6.88,2.91,0.78,14.89
MTD,Health Care,169.43,24.06,23.17,6.98,1.89
MGM,Consumer Discretionary,13.82,15.08,0.0,3.84,2.75
MCHP,Information Technology,130.67,13.01,11.68,3.34,1.25
MU,Information Technology,71.57,0.0,0.0,0.84,0.93
MSFT,Information Technology,84.09,15.17,13.16,7.23,0.96
MAA,Real Estate,193.72,24.29,0.0,1.57,3.45
MHK,Consumer Discretionary,121.29,7.22,7.1,1.08,0.84
TAP,Consumer Staples,93.74,14.04,37.1,0.97,0.88
MDLZ,Consumer Staples,142.34,9.41,10.53,0.86,1.49
MNST,Consumer Staples,238.01,29.33,33.28,9.48,0.29
MCO,Financials,152.1,11.65,10.11,-9.61,-3.19
MS,Financials,38.91,0.0,7.43,0.0,0.0
MOS,Materials,82.02,0.0,30.58,4.81,0.87
MSI,Information Technology,90.75,0.0,40.78,1.1,1.25
NDAQ,Financials,51.23,12.22,41.6,2.66,0.35
NTAP,Information Technology,85.22,36.34,13.54,5.72,1.24
NFLX,Communication Services,347.28,30.94,7.87,4.02,0.58
NWL,Consumer Discretionary,98.07,10.6,10.34,2.32,1.97
NEM,Materials,101.94,0.0,0.0,2.38,1.07
NEE,Utilities,122.19,13.88,0.0,1.73,2.74
NKE,Consumer Discretionary,160.23,16.32,14.34,3.66,0.53
NI,Utilities,172.6,3.58,0.0,0.23,2.55
NSC,Industrials,139.24,10.0,13.12,1.44,1.69
NTRS,Financials,73.08,17.61,16.09,2.79,13.99
NOC,Industrials,110.79,10.25,8.43,1.0,0.89
NLOK,Information Technology,116.32,17.26,4.13,0.51,0.63
NOV,Energy,97.33,14.98,21.47,3.0,0.82
NRG,Utilities,53.39,18.7,10.37,1.54,2.35
NUE,Materials,86.46,7.89,8.18,2.2,0.92
NVDA,Information Technology,33.75,28.07,18.81,7.3,0.4
NVR,Consumer Discretionary,175.13,9.69,5.88,2.38,0.94
ORLY,Consumer Discretionary,275.03,19.3,197.14,2.35,0.43
OXY,Energy,109.67,7.24,11.36,1.68,0.6
ODFL,Industrials,332.98,11.85,0.0,1.73,1.0
OMC,Communication Services,116.1,11.34,8.04,2.65,3.71
OKE,Energy,230.3,7.25,14.18,1.06,4.62
ORCL,Information Technology,164.02,18.86,13.81,4.61,0.85
PCAR,Industrials,93.62,11.01,12.95,2.65,2.45
PKG,Materials,163.78,11.48,10.44,2.57,1.68
PH,Industrials,123.46,11.86,11.27,2.08,0.93
PAYX,Information Technology,102.56,16.17,14.37,7.04,3.04
PNR,Industrials,157.82,8.56,6.35,0.94,1.09
PBCT,Financials,84.04,15.25,24.88,0.67,2.05
PEP,Consumer Staples,104.36,15.16,18.88,4.83,1.01
PKI,Health Care,129.8,21.3,16.62,1.75,0.87
PRGO,Health Care,303.95,35.54,38.43,3.66,1.5
PFE,Health Care,139.68,10.58,7.61,1.31,0.77
PNW,Utilities,157.52,7.87,0.0,0.68,2.16
PXD,Energy,220.34,14.98,0.0,1.8,1.83
PNC,Financials,99.62,10.67,0.0,1.08,8.35
POOL,Consumer Discretionary,239.49,11.91,13.3,3.63,2.9
PPG,Materials,226.32,10.48,11.4,2.08,2.04
PPL,Utilities,69.22,7.62,0.0,1.74,2.6
PFG,Financials,46.64,15.1,4.34,1.62,19.82
PG,Consumer Staples,107.19,14.85,12.64,2.22,1.12
PGR,Financials,127.93,7.77,5.53,1.76,2.82
PLD,Real Estate,77.24,12.54,0.0,1.32,1.63
PRU,Financials,65.69,7.94,4.68,1.15,19.71
PEG,Utilities,76.67,11.23,23.88,2.05,2.88
PSA,Real Estate,232.11,41.05,9.45,0.92,0.22
PHM,Consumer Discretionary,174.21,0.0,2.01,0.55,1.37
PVH,Consumer Discretionary,233.51,14.89,23.11,2.36,1.03
PWR,Industrials,103.74,29.22,35.35,2.04,0.55
QCOM,Information Technology,169.93,14.01,14.63,2.97,0.18
DGX,Health Care,114.57,24.6,11.81,2.5,1.58
RL,Consumer Discretionary,248.74,14.28,8.99,2.22,0.81
RJF,Financials,129.01,12.82,4.28,1.78,8.47
RTX,Industrials,120.88,13.2,13.34,2.6,1.56
O,Real Estate,200.35,9.22,0.0,0.92,1.0
REG,Real Estate,94.46,14.22,0.0,1.42,1.23
REGN,Health Care,706.57,0.0,179.42,4.14,1.03
RF,Financials,33.89,9.8,4.29,0.6,6.12
RSG,Industrials,108.03,14.73,11.47,3.18,2.43
RMD,Health Care,159.25,57.2,165.06,3.5,0.3
RHI,Industrials,130.31,11.49,10.39,3.36,0.47
ROK,Industrials,138.19,6.66,3.94,4.22,1.77
ROL,Industrials,185.15,24.73,22.28,6.82,1.04
ROP,Industrials,183.63,21.51,17.19,2.87,0.93
ROST,Consumer Discretionary,475.73,12.7,38.89,3.46,1.52
RCL,Consumer Discretionary,83.06,12.47,0.0,1.1,1.22
CRM,Information Technology,258.39,626.33,57.66,16.59,1.16
SBAC,Real Estate,209.19,0.0,36.85,10.77,6.07
SLB,Energy,75.27,17.55,27.15,5.91,0.87
STX,Information Technology,135.52,5.52,6.11,1.54,1.09
SEE,Materials,86.0,9.57,20.26,1.44,1.69
SRE,Utilities,134.7,9.96,57.58,1.3,2.44
SHW,Materials,292.74,10.31,8.96,3.33,1.72
SPG,Real Estate,223.41,24.24,19.61,2.97,5.63
SWKS,Information Technology,238.23,18.78,18.23,1.54,0.45
SLG,Real Estate,91.58,5.89,0.0,0.83,1.52
SNA,Industrials,186.8,11.72,11.15,1.62,1.16
SO,Utilities,140.19,9.08,0.0,1.18,2.4
LUV,Industrials,84.69,13.33,5.75,1.2,1.42
SWK,Industrials,175.88,8.94,6.35,1.67,1.76
SBUX,Consumer Discretionary,273.0,19.31,32.12,5.55,1.44
STT,Financials,61.31,18.54,9.58,2.21,11.62
STE,Health Care,138.29,18.49,15.05,1.91,0.59
SYK,Health Care,77.49,26.01,31.47,4.85,0.37
SIVB,Financials,110.77,15.0,11.49,2.43,8.89
SNPS,Information Technology,113.65,32.11,10.26,2.88,0.82
SYY,Consumer Staples,120.92,12.2,18.3,3.77,1.99
TROW,Financials,120.94,17.71,19.37,4.05,0.14
TTWO,Communication Services,58.48,0.0,305.86,0.0,0.0
TPR,Consumer Discretionary,190.64,11.68,11.63,5.0,0.46
TGT,Consumer Discretionary,113.03,12.92,83.24,2.3,1.68
FTI,Energy,158.79,22.23,14.41,6.37,2.14
TDY,Industrials,121.7,19.61,15.18,3.54,1.19
TFX,Health Care,127.59,14.07,10.59,1.55,2.15
TER,Information Technology,163.03,23.13,36.19,1.37,0.27
TXN,Information Technology,101.96,13.18,9.31,3.28,0.27
TXT,Industrials,36.42,18.6,24.58,4.77,4.7
TMO,Health Care,111.33,32.37,18.5,1.59,0.46
TJX,Consumer Discretionary,306.91,16.97,14.18,4.99,2.24
TSCO,Consumer Discretionary,501.73,13.24,17.72,2.12,0.87
TDG,Industrials,387.44,10.28,7.94,1.82,3.06
TRV,Financials,152.78,5.65,4.97,0.92,3.33
TRMB,Information Technology,197.18,31.83,21.65,3.32,0.39
TFC,Financials,115.43,6.14,12.47,0.84,9.5
TYL,Information Technology,374.84,30.69,17.61,3.63,0.76
TSN,Consumer Staples,134.08,18.74,16.43,0.97,1.16
UDR,Real Estate,163.17,7.14,0.0,1.55,3.71
USB,Financials,113.12,9.14,13.71,1.86,10.29
UAA,Consumer Discretionary,221.6,40.26,0.0,7.34,0.39
UNP,Industrials,219.56,13.97,91.97,0.81,1.44
UAL,Industrials,70.22,14.76,3.5,1.61,9.02
UNH,Health Care,96.93,14.47,13.38,3.07,1.54
UPS,Industrials,121.15,125.34,0.0,4.07,2.21
URI,Industrials,247.3,5.72,9.49,0.79,1.9
UHS,Health Care,195.39,15.14,61.79,1.67,1.38
UNM,Financials,95.24,9.15,3.55,0.78,5.56
VLO,Energy,53.48,4.86,8.14,1.25,1.31
VAR,Health Care,134.3,24.46,22.16,6.72,1.05
VTR,Real Estate,182.21,9.06,6.55,1.55,2.14
VRSN,Information Technology,120.89,0.0,22.42,4.77,1.7
VZ,"Communication Services
",139.57,11.26,6.67,1.22,2.7
VRTX,Health Care,179.91,0.0,0.0,11.38,1.22
VFC,Consumer Discretionary,254.38,13.1,0.0,0.0,0.0
VIAC,Communication Services,162.06,11.95,8.7,0.65,0.88
VTRS,Health Care,194.74,0.0,63.28,1.26,2.34
VNO,Real Estate,107.0,12.72,37.36,1.15,3.15
VMC,Materials,73.19,14.73,21.28,1.93,1.38
WRB,Financials,135.94,6.34,3.31,1.2,3.68
WAB,Industrials,255.12,14.83,13.08,2.6,0.88
WMT,Consumer Staples,185.14,10.75,26.45,2.11,1.63
WBA,Consumer Staples,102.02,13.16,65.13,2.35,0.78
DIS,Communication Services,164.9,13.17,22.6,1.74,1.07
WM,Industrials,124.97,9.97,9.36,1.9,2.48
WAT,Health Care,109.9,30.3,26.13,13.62,2.21
WEC,Utilities,175.73,11.26,13.28,1.19,2.75
WFC,Financials,127.08,8.61,7.59,1.44,11.08
WELL,Real Estate,185.11,15.35,0.0,0.8,1.17
WST,Health Care,145.76,17.27,0.0,2.36,1.44
WDC,Information Technology,142.15,7.55,9.65,2.57,1.16
WU,Information Technology,59.62,15.54,13.43,255.16,113.09
WY,Real Estate,113.85,12.79,0.0,1.19,1.98
WHR,Consumer Discretionary,143.77,7.15,8.82,1.12,2.58
WMB,Energy,127.49,9.92,0.0,1.48,2.93
WYNN,Consumer Discretionary,131.93,29.75,0.0,4.07,2.23
XEL,Utilities,147.64,10.26,0.0,0.93,2.62
XRX,Information Technology,46.41,6.48,4.38,0.83,1.74
XLNX,Information Technology,185.58,13.5,10.06,2.67,0.85
YUM,Consumer Discretionary,192.15,12.53,12.93,9.22,5.31
ZBRA,Information Technology,113.0,21.69,17.57,2.55,0.15
ZBH,Health Care,101.64,18.77,19.29,2.61,0.22
ZION,Financials,48.09,8.85,6.57,0.79,9.0
